"Darrin had dressed for breakfast the morning after, but there were yet some minutes to spare before the call would come to the ward-room mess. ""My compliments to the captain, and I will report immediately,"" Ensign Dave replied. Turning, he put on his sword and drew on his white gloves. Then, with a glance over himself, he left his quarters, walking briskly toward the commanding officer's quarters. Captain Gales, at his desk, received the young ensign's salute. On the desk lay the papers in the matter of the night before. ""Ensign, I have gone over the papers in last night's affair,"" began the ""Old Man,"" as a naval vessel's commander is called, when not present. ""Yes, sir?"" The captain's face was inexpressive; it was impossible to tell what was going on in his mind. ""I have given careful attention to your report, and also to that of Lieutenant Cantor. I have talked with Mr. Carmody, and have asked Coxswain Riley and Corporal Ross some questions. And so I have come to the decisionâ€”â€”-"" Here the captain paused for an instant.",1.0
"About a year ago Dr. Quinlan had seen the chewed leaves of the Plantago lanceolata successfully used to stop a dangerous hemorrhage from leech bites in a situation where pressure could not be employed. He had searched out the literature of the subject, and found that, although this herb is highly spoken of by Culpepper and other old writers as a styptic, and alluded to as such in the plays of Shakespeare, its employment seems to have died out. Professor Quinlan described the suitable varieties of plantain, and exhibited preparations which had been made for him by Dr. J. Evans, of Dublin, State apothecary. They dried leaves and powdered leaves, conserved with glycerine, for external use; the juice preserved by alcohol, as also by glycerine, for internal use; and a green extract. He gave an account of the chemistry of the juice, from which it appeared that it was not a member of the tannin series; and also described its physiological effect in causing a tendency to stasia in the capillaries of the tail of a goldfish, examined with a microscopic power of 400 X. He regarded its styptic power as partly mechanical and partly physiological.",2.0
"Humans can do a number of things that no other animals â€“ not even our closest relatives (such as chimps and gorillas) â€“ can do. We are the only species that has developed languages with a set of rules (a grammar) that requires words to be in a certain order. You might have seen monkeys calling each other (for example, a ""koo"" call is signaling friendliness), but you have never seen one writing a letter and wondering about spelling! We are also able to predict from the look of a friend's face or the sound of his/her voice how he/she feels about the world, whether he/she is happy or sad. In addition, we pass from generation to generation the knowledge that we have learned about the world and our universe â€“ this is why we go to school! Going to school and teaching children about the world is part of the human ""culture,"" another human-specific characteristic. Language, predicting a friend's mood, and culture are all examples of ""human-specific"" abilities.",0.0
"Eighteen hundred and ninety-seven is the centennial year of Franz Schubert, the great composer, who was born in Vienna on the 31st of January, 1797. He was of humble lineage. His father, who also bore the name of Franz, was the son of a peasant, who studied in Vienna, and became assistant to his brother, a schoolmaster. He married Elizabeth Vitz, who had been in service as a cook in Vienna. Franz Peter Schubert was the thirteenth of a family of fourteen children. His love of music was apparent when he was very young. A relative often took him to visit a pianoforte warehouse, and there, and on an old worn-out piano at home, the child studied his first exercises without a master. At the age of seven he had a teacher, Michael Holzer, who used to cry out, ""When I wish to teach him anything, he always knows it already.""",1.0
"A steam engine is an engine which uses steam from boiling water to make it move. The steam pushes on the engine parts to make them move. Steam engines can power many kinds of machines including vehicles and electric generators. Steam engines were used in mine pumps starting in the early 18th century and were much improved by James Watt in the 1770s. They were very important during the industrial revolution where they replaced horses, windmills and watermills to work machines. The first steam engines were piston engines. The steam pressure pushed on a piston which made it move along a cylinder and so they had a reciprocal (back-and-forth) motion. This could move a pump directly or work a crank to turn a wheel and work a machine. They operated at low pressure and had to be very big to make much power. Steam engines were used in factories to work machines and in mines to move pumps. Later smaller engines were built that could move railway locomotives and steam boats.",0.0
"She grew up like other girls in her country. She did not know how to read. None of them knew how to read. But she knew how to braid straw, and to make fishnets and to catch fish. She did not know how to spell. Indeed, in that country they had no letters. But she knew how to split open the fish she had caught, how to clean them, how to broil them on the coals, and how to eat them neatly. She had never studied the ""analysis of her language."" But she knew how to use it like a lady; that is, prettily, simply, without pretense, and always truly. She could sing her baby brother to sleep. She could tell stories to her sisters all day long. And she and they were not afraid when evening came, or when they were in any trouble, to say a prayer aloud to the good God. So they got along, although they could not analyze their language. She knew no geography. She could count her fingers, and the stars in the Southern Cross. She had never seen Orion, or the stars in the Great Bear, or the Pole-Star.",0.0
"Magnetic resonance imaging (MRI), nuclear magnetic resonance imaging (NMRI), or magnetic resonance tomography (MRT) is a medical imaging technique used in radiology to image the anatomy and the physiological processes of the body in both health and disease. MRI scanners use strong magnetic fields, radio waves, and field gradients to form images of the body. MRI is based upon the science of Nuclear Magnetic Resonance (NMR). Certain atomic nuclei can absorb and emit radio frequency energy when placed in an external magnetic field. In clinical and research MRI, hydrogen atoms are most-often used to generate a detectable radio-frequency signal that is received by antennas in close proximity to the anatomy being examined. Hydrogen atoms exist naturally in people and other biological organisms in abundance, particularly in water and fat. For this reason, most MRI scans essentially map the location of water and fat in the body. Pulses of radio waves excite the nuclear spin energy transition, and magnetic field gradients localize the signal in space.",2.0
"People may not wish for their medical records to be revealed to others. This may be because they have concern that it might affect their insurance coverage or employment. Or, it may be because they would not wish for others to know about any medical or psychological conditions or treatments that would bring embarrassment upon themselves. Revealing medical data could also reveal other details about one's personal life. There are three major categories of medical privacy: informational (the degree of control over personal information), physical (the degree of physical inaccessibility to others), and psychological (the extent to which the doctor respects patients' cultural beliefs, inner thoughts, values, feelings, and religious practices and allows them to make personal decisions).Physicians and psychiatrists in many cultures and countries have standards for doctorâ€“patient relationships, which include maintaining confidentiality. In some cases, the physicianâ€“patient privilege is legally protected. These practices are in place to protect the dignity of patients, and to ensure that patients feel free to reveal complete and accurate information required for them to receive the correct treatment.",1.0
"ChAOS scientists are trying to find answers to questions, such as: how will the animals and microorganisms living on the seafloor respond to changes in sea ice and ocean processes? Will a decline in sea ice increase the supply of food to seafloor ecosystems? How will seafloor organisms change the way they recycle nutrients and carbon between the seafloor and the ocean? And, how will the amount of carbon stored in seafloor sediments change as global climate change continues? The Arctic is a very remote and hostile realm, into which only very few people will ever venture. By burning fossil fuels, humans have started a huge environmental change in a region where only a few people permanently live. We can expect that major changes in the Arctic ecosystem, and effects on carbon burial, will intensify as our planet heats up further. Since changes in the polar regions affect every one of us, no matter where we live, it is crucial to answer the fundamental scientific questions, so we can better understand the effects of these immense environmental changes on human civilization.",1.0
"Did you ever hear of the boy who had a drum and a trumpet and a rocking-horse for his Christmas presents, and cried, after all, because Santa Claus had given his sister a doll, and hadn't given him one? I have heard of that boy; but, to tell the truth, I doubt the whole story. It is a little too tough for me. I don't believe there ever was such a boy; and I won't believe in him until I see him. But I did know a little boy who almost cried because he had no Christmas present. He was a good boy too. He would have been pleased with any thing; and it was too bad that Santa Claus forgot to bring some little gift for him. The strangest case, though, is that of the little boy whose picture we have here. You see him just as he looked on Christmas morning, with his presents all around him; and yet you see he does not look happy. What can be the matter with the child?",0.0
"A little later they passed Ladybird. ""Are you looking for something?"" asked Ladybird. ""Yes, Ladybird, I'm looking for my house. Have you seen it, by any chance?"" Ladybird said, ""No, I haven't, but I'll help you look!"" She hopped onto Tortoise's back and on he went, with Snail and Sparrow and Ladybird on his back. They looked and looked, but there was no sign of a house. A breeze started to blow. A little later they passed Mouse. He was making a garland of daisies. ""Are you looking for something?"" asked Mouse. ""Yes, Mouse, I'm looking for my house. Have you seen it, by any chance?"" Mouse said: ""No, I haven't, but I'll help you look!"" She hopped onto Tortoise's back. ""Wait, I can't leave my flowers behind."" Tortoise waited. Mouse stretched and stretched and scooped up her daisies. Tortoise walked on, with Snail and Sparrow and Ladybird and Mouse on his back. They looked and looked, but there was no sign of a house.",0.0
"On Monday morning, your friend Jordan walks up to you and says, ""I'm thinking of a number between 1 and 100."" Being a good sport, you play along and guess 43. ""Nope, too low!"" Jordan declares. ""Fine, how about 82?"" you ask. ""Too high!"" Jordan answers. You keep guessing. 60 is too low. 76 is too high. 70 is too low. Feeling pleased that you are getting closer, you ask, ""How about 75?"" ""You got it!"" Jordan replies, and you march triumphantly off to your first class of the day.
But after class, you again run into Jordan, who has apparently been thinking about ways to stump you: why stick to positive numbers? What if you also allow negative numbers? ""Now I am thinking of a number between negative 100 and 100,"" Jordan says gleefully. You decide to take the bait, and you quickly discover that this does not change the game much. You guess, and by going higher and lower you get closer and closer to the target. If Jordan's number is -32, and you have already figured out that -33 is too low and -31 is too high, then you know the answer is -32.",0.0
"Although the 13th, 14th, and 15th amendments outlawed slavery, provided for equal protection under the law, guaranteed citizenship, and protected the right to vote, individual states continued to allow unfair treatment of minorities and passed Jim Crow laws allowing segregation of public facilities. These were upheld by the Supreme Court in Plessy v. Ferguson (1895), which found state laws requiring racial segregation that were ""separate but equal"" to be constitutional. This finding helped continue legalized discrimination well into the 20th century. Following World War II, pressures to recognize, challenge, and change inequalities for minorities grew. One of the most notable challenges to the status quo was the 1954 landmark Supreme Court case Brown v. Board of Education of Topeka, Kansas which questioned the notion of ""separate but equal"" in public education. The Court found that ""separate educational facilities are inherently unequal"" and a violation of the 14th Amendment. This decision polarized Americans, fostered debate, and served as a catalyst to encourage federal action to protect civil rights. Each year, from 1945 until 1957, Congress considered and failed to pass a civil rights bill. Congress finally passed limited Civil Rights Acts in 1957 and 1960, but they offered only moderate gains.",1.0
" Today, almost all banks have adopted ICT as a means of enhancing theirbanking service quality. These banks provide ICT based electronic service whichis also called electronic banking, internet banking or online banking etc totheir customers. Despite the increasing adoption of electronic banking and itrelevance towards end users satisfaction, few investigations has been conductedon factors that enhanced end users satisfaction perception. In this research,an empirical analysis has been conducted on factors that influence electronicbanking user's satisfaction perception and the relationship between thesefactors and the customer's satisfaction.",2.0
"The agitator is an important part of the apparatus. Its object, in this instrument, is twofold. First, it serves to produce a uniform temperature throughout the body of water in the instrument; and secondly, it answers as a support to the heat-carrier of platinum or other metal, often intensely hot, which would injure or destroy the delicate metal of the bottom if allowed to fall on it. For this second purpose, no spiral revolving agitator, such as that commended by Berthelot, would suffice. A concave disk of sheet-brass, made to conform to the shape of the bottom of the cell, with a narrow rim turned up all around, of about 0.02 inch thickness, is liberally perforated with holes to lighten it, and to give free passage to water. The concave form causes the streams of water, produced by slightly raising and lowering the agitator, to take a radial direction downward or upward, so as to cross each other and promote rapid mixing.",2.0
"Recognition of the falsity of material wealth as the standard of success goes hand in hand with the abandonment of the false belief that public office and high political position are to be valued only by the standards of pride of place and personal profit, and there must be an end to a conduct in banking and in business which too often has given to a sacred trust the likeness of callous and selfish wrongdoing. Small wonder that confidence languishes, for it thrives only on honesty, on honor, on the sacredness of obligations, on faithful protection, on unselfish performance; without them it cannot live. Restoration calls, however, not for changes in ethics alone. This Nation asks for action, and action now. Our greatest primary task is to put people to work. This is no unsolvable problem if we face it wisely and courageously. It can be accomplished in part by direct recruiting by the Government itself, treating the task as we would treat the emergency of a war, but at the same time, through this employment, accomplishing greatly needed projects to stimulate and reorganize the use of our natural resources.",2.0
"In the latter part of April fifty-three courses of granite masonry, rising to the height of seventy feet above high water, had been laid, and thirty-six courses remained to be set. The old lighthouse had been already overtopped. As the work advances toward completion the question arises: What shall be done with John Smeaton's famous tower, which has done such admirable service for 120 years? One proposition is to take it down to the level of the top of the solid portion, and leave the rest as a perpetual memorial of the great work which Smeaton accomplished in the face of obstacles vastly greater than those which confront the modern architect. The London News says: ""Were Smeaton's beautiful tower to be literally consigned to the waves, we should regard the act as a national calamity, not to say scandal; and, if public funds are not available for its conservation, we trust that private zeal and munificence may be relied on to save from destruction so interesting a relic. It certainly could not cost much to convey the building in sections to the mainland, and there, on some suitable spot, to re-erect it as a national tribute to the genius of its great architect.""",2.0
"Nutrition provides the cells of an organism with food, but in a form they can use. Organisms need food to be able to keep their bodies working properly. They also need food to be able to do certain things. Malnutrition can happen when a person doesn't eat the right amount of nutrients. They can get better by changing their diet to have the right amount of the various nutrients. Different organisms have different food requirements, and they eat different things in order to meet those requirements. Animals that do not eat meat, for example, will have to get certain nutrients like protein from other foods. A nutrition expert is called a dietician. Nutritionists are different because they don't need the government to recognize them as experts. Anyone can call themselves a nutritionist. The six main types of nutrient are carbohydrates, fats, minerals, protein, vitamins, and water. A macronutrient is a nutrient that needs to be eaten a lot. A micronutrient, such as a vitamin, is needed in smaller amounts but it is still important. Carbohydrates are not needed by the body but most people eat a lot of them.",1.0
"Our findings support our prediction that individuals with damage to the LTP would be able to recognize famous musical songs, but not name them. These findings help show that the LTP is a critical region for naming proper nouns of various types, including famous faces, landmarks, and now, songs. Without this brain region, people are impaired at naming unique items. This shows us that the LTP is an important brain region for naming proper items. The LTP is called a ""convergence zone"" for naming items. What this means is that the LTP does not store the names of the items, but it is a region where the names of items are related to the information about the items. This explains why people with LTP damage are able to say information about the item but not the name. So, next time you hear a song on the radio and think of its name, remember that you are using your LTP!",1.0
"The little Master's mind was made up, and Raicharan was at his wits' end. ""Very well, baby,"" he said at last, ""you sit still in the cart, and I'll go and get you the pretty flower. Only mind you don't go near the water."" As he said this, he made his legs bare to the knee, and waded through the oozing mud towards the tree. The moment Raicharan had gone, his little Master's thoughts went off at racing speed to the forbidden water. The baby saw the river rushing by, splashing and gurgling as it went. It seemed as though the disobedient wavelets themselves were running away from some greater Raicharan with the laughter of a thousand children. At the sight of their mischief, the heart of the human child grew excited and restless. He got down stealthily from the go-cart and toddled off towards the river. On his way he picked up a small stick and leant over the bank of the stream pretending to fish. The mischievous fairies of the river with their mysterious voices seemed inviting him into their playhouse.",1.0
"Optogenetics is a method for controlling a neuron's activity using light and genetic engineering. Genetic engineering is a process where scientists change the information in the genetic code (the blueprints) of a living thing. In optogenetic studies, scientists take the genetic code of the neurons they want to study and add a new piece of code to it. The new code allows these neurons to make special proteins, called opsins, which respond to light. Opsins occur naturally and were first discovered in algae, which use these proteins to help them move toward light. But how does the opsin get into the neuron? This requires some specialized laboratory techniques. Let's look at a mouse as our example. To get the opsin into the neurons of a mouse, the genetic code for the opsin must be carefully inserted into the genetic code for the neurons in the mouse. If this is done correctly, now every neuron in the mouse should have the opsin. Because we understand a lot about the genetic code of the mouse, we can choose where to put the opsin. We can insert the code into a specific type of neuron, or into a specific location in the brain.",2.0
"It is, as a rule, after losing heavily at cards or after a drinking-bout when an attack of dyspepsia is setting in that Stepan Stepanitch Zhilin wakes up in an exceptionally gloomy frame of mind. He looks sour, rumpled, and dishevelled; there is an expression of displeasure on his grey face, as though he were offended or disgusted by something. He dresses slowly, sips his Vichy water deliberately, and begins walking about the rooms.""I should like to know what b-b-beast comes in here and does not shut the door!"" he grumbles angrily, wrapping his dressing-gown about him and spitting loudly. ""Take away that paper! Why is it lying about here? We keep twenty servants, and the place is more untidy than a pot-house. Who was that ringing? Who the devil is that?"" ""That's Anfissa, the midwife who brought our Fedya into the world,"" answers his wife.
""Always hanging about ... these cadging toadies!"" ""There's no making you out, Stepan Stepanitch. You asked her yourself, and now you scold.""",2.0
"Adobe Flash (formerly Macromedia Flash) is a rich internet application distributed by Adobe Systems. Adobe Flash and Adobe Flash Player are used to create and view animated content that can be placed on web pages. Adobe Flash is used commonly on the Internet by web browsers. Flash was created by FutureWave (a multimedia company) in 1995. Then it was called ""FutureSplash Animator"" (this was in fact Flash 1.0). FutureWave along with Flash were soon bought by Macromedia around 1997, who in December 2005 was again bought by Adobe Systems. From Flash version 2 to 8 it was called ""Macromedia Flash"", now it is called ""Adobe Flash"". In 2012, Adobe discontinued the Solaris version of Flash Player, and made the Linux version only for Google Chrome. The Linux version for Firefox will continue to receive security updates. The Android version was removed from Google Play, but it can still be downloaded from the Adobe website. The Android version is not officially supported on Android beyond 4.0, but it has been reported to work with versions 4.1 and 4.2.",2.0
"It happened once that the father was going to the fair, and asked his wife's daughters what he should bring them. ""Fine clothes,"" said the first: ""Pearls and diamonds,"" said the second. ""Now, child,"" said he to his own daughter, ""what will you have?"" ""The first sprig, dear father, that rubs against your hat on your way home,"" said she. Then he bought for the two first the fine clothes and pearls and diamonds they had asked for: and on his way home as he rode through a green copse, a sprig of hazel brushed against him, and almost pushed off his hat; so he broke it off and brought it away; and when he got home he gave it to his daughter. Then she took it and went to her mother's grave and planted it there, and cried so much that it was watered with her tears; and there it grew and became a fine tree. Three times every day she went to it and wept; and soon a little bird came and built its nest upon the tree, and talked with her and watched over her, and brought her whatever she wished for.",0.0
"Two weeks had passed since graduation and our Motor Maids were just beginning to feel the results of their hard winter's work. It had been a tough pull to catch up with their classes after the return from Japan. There had been no gayeties for them during the Christmas holidays, only continuous hard study, and for weeks afterwards Billie and Nancy and Elinor were tutored every afternoon. Mary Price, the best student of the three, had outstripped them, and in the end had carried off first honors and a scholarship besides. But after the excitement of finals, the four friends had collapsed like pricked balloons. Billie, mortified at what she considered a weakness in her character, had not been able to throw off a deep cold contracted in the spring. Mary Price was limp and white; Elinor had grown mortally thin, and even Nancy had lost her roundness, and her usually plump face was peaked and pale.
""My child needs mountain air!"" said Mr. Campbell on one of his flying trips to West Haven. ""She must not be in a hotel, and she must have her friends with her.""",1.0
"In addition to his other vocations, he was the singing-master of the neighborhood, and picked up many bright shillings by instructing the young folks in psalmody. It was a matter of no little vanity to him on Sundays, to take his station in front of the church gallery, with a band of chosen singers; where, in his own mind, he completely carried away the palm from the parson. Certain it is, his voice resounded far above all the rest of the congregation; and there are peculiar quavers still to be heard in that church, and which may even be heard half a mile off, quite to the opposite side of the millpond, on a still Sunday morning, which are said to be legitimately descended from the nose of Ichabod Crane. Thus, by divers little makeshifts, in that ingenious way which is commonly denominated ""by hook and by crook,"" the worthy pedagogue got on tolerably enough, and was thought, by all who understood nothing of the labor of headwork, to have a wonderfully easy life of it.",2.0
"Long, long ago, the Sky God, Nyame, kept all stories locked in a wooden box, high in the sky. People down on earth had no stories to tell and they were very sad. They asked Anansi the clever Spider to help them. 
Anansi spun a long thread, and climbed up his sticky thread all the way to heaven. ""Can I have the stories, please?"" he asked the Sky God. But Nyame laughed at Anansi and said, ""Oh, these are very expensive stories. You wouldn't be able to pay for them, little spider."" 
""How much do the stories cost?"" asked Anansi. ""You'll have to bring me three rare and fierce animals,"" Nyame answered, ""A leopard with sharp teeth like spears, a hornet that stings people, and a snake that swallows people whole."" He laughed and laughed. He thought his stories were quite safe. 
So Anansi climbed slowly back down his sticky thread to the earth. He thought and he thought, and he came up with a plan. He dug a deep hole, covered it with branches and dirt so it was hidden, and he went home for supper. In the morning, sure enough, a leopard had fallen into his pit.",0.0
"Honey began dripping on Elephant's back. When Elephant asked what it was, Hare said that it was from his wound. They reached a river and found a large buffalo drinking water. Hare wanted to know who was stronger, Buffalo or Elephant. They began arguing. Elephant said she was stronger and Buffalo said she was stronger. Hare said he had an idea how to find out who was stronger. He asked them to wait for him there. Hare came back with a long rope. He tied the one end around Elephant's waist and led her away from the river. Hare tied the other end of the rope around Buffalo's waist and left her near the river. Hare ran and hid himself in a tree. He shouted, ""Ready! One, two, three! Pull!"" Buffalo and Elephant pulled. Elephant pulled Buffalo. Buffalo pulled Elephant. Neither could win. From where he was hiding, Hare continued to eat Elephant's honey. After he had finished the honey, he cut the rope closer to Buffalo.",0.0
"The men were glad enough to get ashore, for they have been cooped on the transports most of the time since April 22nd, knocking about on the ocean. In that hot climate it is not over-agreeable to be on ship-board, even with ample room to move about in; but when crowded as the men on transports are, there is no end of discomfort.
All Friday afternoon and evening the men worked away at their camp, and were tired enough when they were ordered to turn in for the night.
Every precaution was taken to guard against a surprise, although no attack was expected. Saturday the men continued their work, which was getting along finely and almost completed, when late in the afternoon, while a large number of men were hauling water up the hill, and others, who had been working hard all day, were taking a swim in the bay, there was suddenly heard the sharp crack of Mauser rifles, and the men knew that the Spaniards were there.",1.0
"The similarities and differences between the microbiomes of different animals made us wonder if species with similar diets have similar microbiomes, or whether the microbiomes are only similar because the species are related. For example, do a dolphin and a penguin have a similar microbiome because they both eat fish? Or, even though they have similar diets, do dolphins and penguins have different microbiomes because they are not closely related species? In science, it is common to create a hypothesis, then design an experiment, or a series of experiments, to test it. The results of the experiments are then reported in a trustworthy scientific journal. Other scientists read the report in the journal and come up with new ideas. Our hypothesis was that we would see the same bacteria in birds and animals with the same diet. Because this hypothesis needed multiple experiments to compare the microbiomes of different birds, this would have been impossible to do with a single experiment. To overcome this problem, we performed something called a meta-study. A meta-study involves looking at lots of different studies on the same topic and comparing the results from all the studies.",1.0
"Frank's success as an actor had been phenomenal. Of course, to begin with, he had natural ability, but that was not the only thing that won success for him. He had courage, push, determination, stick-to-it-iveness. When he started to do a thing he kept at it till he did it.
Frank united observation and study. He learned everything he could about the stage and about acting by talking with the members of the company and by watching to see how things were done.
He had a good head and plenty of sense. He knew better than to copy after the ordinary actors in the road company to which he belonged. He had seen good acting enough to be able to distinguish between the good and bad. Thus it came about that the bad models about him did not exert a pernicious influence upon him.",0.0
"One day auntie heard a great clattering in the barn, and went out to see what was the matter. When she opened the door, both horses were in their stalls, and all was quiet. She noticed that the meal-chest was open: so she closed it, and went out. Before she reached the house, the noise began again, and she went quietly back, and peeped in at the window.
There was Billy, dipping his nose into the meal-chest, which he had opened. ""Billy, what are you doing?"" said auntie; and it was fun enough to see him whisk into his stall, and stand there as quiet and demure as a cat that had just been caught eating up the cream.
Billy had slipped the halter, and so set himself free. Since then he has been fastened more securely; yet he still succeeds in freeing himself once in a while.",0.0
